id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_fdr	namespace	genes_in_study
GO:0046031	e	ADP metabolic process	17/1193	37/12296	6.97E-07	0	biological_process	PLEOSDRAFT_1087915;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1061588;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_160448;PLEOSDRAFT_1110825;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1090672;PLEOSDRAFT_41319;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869
GO:0006733	e	oxidoreduction coenzyme metabolic process	35/1193	119/12296	7.17E-07	0	biological_process	PLEOSDRAFT_1087915;PLEOSDRAFT_1095873;PLEOSDRAFT_170223;PLEOSDRAFT_174437;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_1089134;PLEOSDRAFT_1097688;PLEOSDRAFT_160448;PLEOSDRAFT_1092865;PLEOSDRAFT_48714;PLEOSDRAFT_1110825;PLEOSDRAFT_1034076;PLEOSDRAFT_1035257;PLEOSDRAFT_1054035;PLEOSDRAFT_172379;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1066984;PLEOSDRAFT_1090672;PLEOSDRAFT_1074247;PLEOSDRAFT_1114338;PLEOSDRAFT_41319;PLEOSDRAFT_62350;PLEOSDRAFT_1036484;PLEOSDRAFT_1092884;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1088946;PLEOSDRAFT_1060869;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_28295;PLEOSDRAFT_1067970
GO:0070069	e	cytochrome complex	12/1193	17/12296	7.33E-07	0	cellular_component	PLEOSDRAFT_172351;PLEOSDRAFT_1051730;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1088582;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1094413;PLEOSDRAFT_186026;PLEOSDRAFT_1066516;PLEOSDRAFT_1059116
GO:0045333	e	cellular respiration	43/1193	113/12296	7.34E-07	0	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_172351;PLEOSDRAFT_1064180;PLEOSDRAFT_1092225;PLEOSDRAFT_1068494;PLEOSDRAFT_1054058;PLEOSDRAFT_1089851;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_22992;PLEOSDRAFT_1075708;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_173665;PLEOSDRAFT_1088582;PLEOSDRAFT_48714;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1094413;PLEOSDRAFT_1092785;PLEOSDRAFT_1112695;PLEOSDRAFT_1102145;PLEOSDRAFT_1060326;PLEOSDRAFT_46913;PLEOSDRAFT_1088673;PLEOSDRAFT_1092169;PLEOSDRAFT_1055720;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_1073916;PLEOSDRAFT_1088230;PLEOSDRAFT_1062827;PLEOSDRAFT_1088542;PLEOSDRAFT_1110467;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1059116;PLEOSDRAFT_1065325;PLEOSDRAFT_1088858;PLEOSDRAFT_1090652;PLEOSDRAFT_1051773
GO:0042255	e	ribosome assembly	31/1193	107/12296	7.41E-07	0	biological_process	PLEOSDRAFT_1053977;PLEOSDRAFT_1070466;PLEOSDRAFT_1090404;PLEOSDRAFT_1055401;PLEOSDRAFT_1049482;PLEOSDRAFT_1054789;PLEOSDRAFT_1063873;PLEOSDRAFT_39703;PLEOSDRAFT_1089796;PLEOSDRAFT_1057271;PLEOSDRAFT_1049502;PLEOSDRAFT_155108;PLEOSDRAFT_1068404;PLEOSDRAFT_28314;PLEOSDRAFT_4300;PLEOSDRAFT_166299;PLEOSDRAFT_1045354;PLEOSDRAFT_1113129;PLEOSDRAFT_1089417;PLEOSDRAFT_1038004;PLEOSDRAFT_1025128;PLEOSDRAFT_1068846;PLEOSDRAFT_1044854;PLEOSDRAFT_1056164;PLEOSDRAFT_1089113;PLEOSDRAFT_1089520;PLEOSDRAFT_1038239;PLEOSDRAFT_1064969;PLEOSDRAFT_1089909;PLEOSDRAFT_1055341;PLEOSDRAFT_186159
GO:0009060	e	aerobic respiration	30/1193	78/12296	7.45E-07	0	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_172351;PLEOSDRAFT_1064180;PLEOSDRAFT_1068494;PLEOSDRAFT_1054058;PLEOSDRAFT_1089851;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_22992;PLEOSDRAFT_1075708;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_173665;PLEOSDRAFT_1088582;PLEOSDRAFT_48714;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1094413;PLEOSDRAFT_1055720;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_1073916;PLEOSDRAFT_1062827;PLEOSDRAFT_1110467;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1059116;PLEOSDRAFT_1065325;PLEOSDRAFT_1088858;PLEOSDRAFT_1090652
GO:0006754	e	ATP biosynthetic process	21/1193	42/12296	8.10E-07	0	biological_process	PLEOSDRAFT_1087915;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1061059;PLEOSDRAFT_1090849;PLEOSDRAFT_1071775;PLEOSDRAFT_1091251;PLEOSDRAFT_1094413;PLEOSDRAFT_1064050;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_1056310;PLEOSDRAFT_1090672;PLEOSDRAFT_1057010;PLEOSDRAFT_1066202;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1113638
GO:0015935	e	small ribosomal subunit	40/1193	84/12296	8.14E-07	0	cellular_component	PLEOSDRAFT_1053977;PLEOSDRAFT_1070466;PLEOSDRAFT_1089478;PLEOSDRAFT_1053014;PLEOSDRAFT_1054789;PLEOSDRAFT_1091806;PLEOSDRAFT_1063308;PLEOSDRAFT_1087561;PLEOSDRAFT_39703;PLEOSDRAFT_1089494;PLEOSDRAFT_1050854;PLEOSDRAFT_1089796;PLEOSDRAFT_1057271;PLEOSDRAFT_1067221;PLEOSDRAFT_155108;PLEOSDRAFT_1064353;PLEOSDRAFT_1068404;PLEOSDRAFT_28314;PLEOSDRAFT_1062741;PLEOSDRAFT_4300;PLEOSDRAFT_1063761;PLEOSDRAFT_1113129;PLEOSDRAFT_1112875;PLEOSDRAFT_1016848;PLEOSDRAFT_1038004;PLEOSDRAFT_1068339;PLEOSDRAFT_1054562;PLEOSDRAFT_1089059;PLEOSDRAFT_1055766;PLEOSDRAFT_50602;PLEOSDRAFT_1089113;PLEOSDRAFT_1065257;PLEOSDRAFT_1034155;PLEOSDRAFT_1113860;PLEOSDRAFT_1056572;PLEOSDRAFT_1053942;PLEOSDRAFT_1089421;PLEOSDRAFT_1066177;PLEOSDRAFT_1064969;PLEOSDRAFT_1062835
GO:0009161	e	ribonucleoside monophosphate metabolic process	52/1193	126/12296	8.35E-07	0	biological_process	PLEOSDRAFT_172351;PLEOSDRAFT_1087915;PLEOSDRAFT_1068494;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1094266;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_1061588;PLEOSDRAFT_1061059;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1111211;PLEOSDRAFT_1089042;PLEOSDRAFT_1088582;PLEOSDRAFT_160448;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1091251;PLEOSDRAFT_1094413;PLEOSDRAFT_1037970;PLEOSDRAFT_1064050;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1056310;PLEOSDRAFT_1090672;PLEOSDRAFT_1111981;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_41319;PLEOSDRAFT_1088230;PLEOSDRAFT_1057010;PLEOSDRAFT_1073446;PLEOSDRAFT_1066202;PLEOSDRAFT_1088542;PLEOSDRAFT_1103290;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1059116;PLEOSDRAFT_1113638;PLEOSDRAFT_1088759;PLEOSDRAFT_1087553
GO:0042775	e	mitochondrial ATP synthesis coupled electron transport	20/1193	33/12296	8.47E-07	0	biological_process	PLEOSDRAFT_172351;PLEOSDRAFT_1068494;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1088582;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1094413;PLEOSDRAFT_46913;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_1088230;PLEOSDRAFT_1088542;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1059116
GO:0042773	e	ATP synthesis coupled electron transport	20/1193	33/12296	8.47E-07	0	biological_process	PLEOSDRAFT_172351;PLEOSDRAFT_1068494;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1088582;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1094413;PLEOSDRAFT_46913;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_1088230;PLEOSDRAFT_1088542;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1059116
GO:0016054	e	organic acid catabolic process	50/1193	150/12296	8.56E-07	0	biological_process	PLEOSDRAFT_1092225;PLEOSDRAFT_41213;PLEOSDRAFT_1095873;PLEOSDRAFT_1101890;PLEOSDRAFT_153474;PLEOSDRAFT_1063015;PLEOSDRAFT_1089359;PLEOSDRAFT_1071241;PLEOSDRAFT_1091892;PLEOSDRAFT_1089134;PLEOSDRAFT_173665;PLEOSDRAFT_1097688;PLEOSDRAFT_160448;PLEOSDRAFT_48714;PLEOSDRAFT_1067024;PLEOSDRAFT_1035257;PLEOSDRAFT_1112695;PLEOSDRAFT_1078749;PLEOSDRAFT_1102839;PLEOSDRAFT_40761;PLEOSDRAFT_185903;PLEOSDRAFT_1112994;PLEOSDRAFT_1088775;PLEOSDRAFT_1087775;PLEOSDRAFT_50782;PLEOSDRAFT_1055720;PLEOSDRAFT_1068698;PLEOSDRAFT_1107810;PLEOSDRAFT_1091136;PLEOSDRAFT_41319;PLEOSDRAFT_1088347;PLEOSDRAFT_1088517;PLEOSDRAFT_47087;PLEOSDRAFT_1063808;PLEOSDRAFT_1054697;PLEOSDRAFT_1054346;PLEOSDRAFT_1092197;PLEOSDRAFT_1101706;PLEOSDRAFT_61563;PLEOSDRAFT_1092884;PLEOSDRAFT_1112721;PLEOSDRAFT_1110547;PLEOSDRAFT_1110467;PLEOSDRAFT_1067617;PLEOSDRAFT_1060869;PLEOSDRAFT_1032546;PLEOSDRAFT_1064864;PLEOSDRAFT_1092991;PLEOSDRAFT_1089338;PLEOSDRAFT_1080466
GO:0046395	e	carboxylic acid catabolic process	50/1193	150/12296	8.56E-07	0	biological_process	PLEOSDRAFT_1092225;PLEOSDRAFT_41213;PLEOSDRAFT_1095873;PLEOSDRAFT_1101890;PLEOSDRAFT_153474;PLEOSDRAFT_1063015;PLEOSDRAFT_1089359;PLEOSDRAFT_1071241;PLEOSDRAFT_1091892;PLEOSDRAFT_1089134;PLEOSDRAFT_173665;PLEOSDRAFT_1097688;PLEOSDRAFT_160448;PLEOSDRAFT_48714;PLEOSDRAFT_1067024;PLEOSDRAFT_1035257;PLEOSDRAFT_1112695;PLEOSDRAFT_1078749;PLEOSDRAFT_1102839;PLEOSDRAFT_40761;PLEOSDRAFT_185903;PLEOSDRAFT_1112994;PLEOSDRAFT_1088775;PLEOSDRAFT_1087775;PLEOSDRAFT_50782;PLEOSDRAFT_1055720;PLEOSDRAFT_1068698;PLEOSDRAFT_1107810;PLEOSDRAFT_1091136;PLEOSDRAFT_41319;PLEOSDRAFT_1088347;PLEOSDRAFT_1088517;PLEOSDRAFT_47087;PLEOSDRAFT_1063808;PLEOSDRAFT_1054697;PLEOSDRAFT_1054346;PLEOSDRAFT_1092197;PLEOSDRAFT_1101706;PLEOSDRAFT_61563;PLEOSDRAFT_1092884;PLEOSDRAFT_1112721;PLEOSDRAFT_1110547;PLEOSDRAFT_1110467;PLEOSDRAFT_1067617;PLEOSDRAFT_1060869;PLEOSDRAFT_1032546;PLEOSDRAFT_1064864;PLEOSDRAFT_1092991;PLEOSDRAFT_1089338;PLEOSDRAFT_1080466
GO:0006090	e	pyruvate metabolic process	24/1193	57/12296	8.56E-07	0	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_1087915;PLEOSDRAFT_1087986;PLEOSDRAFT_1095873;PLEOSDRAFT_1091974;PLEOSDRAFT_174437;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_160448;PLEOSDRAFT_1110825;PLEOSDRAFT_1035257;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1090672;PLEOSDRAFT_1114338;PLEOSDRAFT_1073916;PLEOSDRAFT_41319;PLEOSDRAFT_1092884;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1039228
GO:0009144	e	purine nucleoside triphosphate metabolic process	45/1193	90/12296	8.65E-07	0	biological_process	PLEOSDRAFT_172351;PLEOSDRAFT_1087915;PLEOSDRAFT_1068494;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_1061059;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1088582;PLEOSDRAFT_160448;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1091251;PLEOSDRAFT_1094413;PLEOSDRAFT_1037970;PLEOSDRAFT_1064050;PLEOSDRAFT_26034;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1056310;PLEOSDRAFT_1090672;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_41319;PLEOSDRAFT_1088230;PLEOSDRAFT_1057010;PLEOSDRAFT_1066202;PLEOSDRAFT_1088542;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1041821;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1059116;PLEOSDRAFT_1113638
GO:0046496	e	nicotinamide nucleotide metabolic process	32/1193	90/12296	8.65E-07	0	biological_process	PLEOSDRAFT_1087915;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_1089134;PLEOSDRAFT_1097688;PLEOSDRAFT_160448;PLEOSDRAFT_1092865;PLEOSDRAFT_48714;PLEOSDRAFT_1110825;PLEOSDRAFT_1034076;PLEOSDRAFT_1035257;PLEOSDRAFT_1054035;PLEOSDRAFT_172379;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1090672;PLEOSDRAFT_1114338;PLEOSDRAFT_41319;PLEOSDRAFT_62350;PLEOSDRAFT_1036484;PLEOSDRAFT_1092884;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1088946;PLEOSDRAFT_1060869;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_28295;PLEOSDRAFT_1067970
GO:0009167	e	purine ribonucleoside monophosphate metabolic process	49/1193	114/12296	8.94E-07	0	biological_process	PLEOSDRAFT_172351;PLEOSDRAFT_1087915;PLEOSDRAFT_1068494;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1094266;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_1061588;PLEOSDRAFT_1061059;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1088582;PLEOSDRAFT_160448;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1091251;PLEOSDRAFT_1094413;PLEOSDRAFT_1037970;PLEOSDRAFT_1064050;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1056310;PLEOSDRAFT_1090672;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_41319;PLEOSDRAFT_1088230;PLEOSDRAFT_1057010;PLEOSDRAFT_1073446;PLEOSDRAFT_1066202;PLEOSDRAFT_1088542;PLEOSDRAFT_1103290;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1059116;PLEOSDRAFT_1113638;PLEOSDRAFT_1088759;PLEOSDRAFT_1087553
GO:0009126	e	purine nucleoside monophosphate metabolic process	49/1193	114/12296	8.94E-07	0	biological_process	PLEOSDRAFT_172351;PLEOSDRAFT_1087915;PLEOSDRAFT_1068494;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1094266;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_1061588;PLEOSDRAFT_1061059;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1088582;PLEOSDRAFT_160448;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1091251;PLEOSDRAFT_1094413;PLEOSDRAFT_1037970;PLEOSDRAFT_1064050;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1056310;PLEOSDRAFT_1090672;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_41319;PLEOSDRAFT_1088230;PLEOSDRAFT_1057010;PLEOSDRAFT_1073446;PLEOSDRAFT_1066202;PLEOSDRAFT_1088542;PLEOSDRAFT_1103290;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1059116;PLEOSDRAFT_1113638;PLEOSDRAFT_1088759;PLEOSDRAFT_1087553
GO:0009165	e	nucleotide biosynthetic process	48/1193	184/12296	8.97E-07	0	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_1087915;PLEOSDRAFT_1087986;PLEOSDRAFT_1095873;PLEOSDRAFT_1091974;PLEOSDRAFT_174437;PLEOSDRAFT_1061588;PLEOSDRAFT_1045884;PLEOSDRAFT_1061059;PLEOSDRAFT_1090849;PLEOSDRAFT_1089134;PLEOSDRAFT_1071775;PLEOSDRAFT_1111211;PLEOSDRAFT_1089042;PLEOSDRAFT_1097688;PLEOSDRAFT_1091251;PLEOSDRAFT_1034076;PLEOSDRAFT_1094413;PLEOSDRAFT_1064050;PLEOSDRAFT_26034;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_1063818;PLEOSDRAFT_1056310;PLEOSDRAFT_50782;PLEOSDRAFT_1090672;PLEOSDRAFT_1111981;PLEOSDRAFT_1060887;PLEOSDRAFT_1091136;PLEOSDRAFT_62350;PLEOSDRAFT_1058547;PLEOSDRAFT_1057010;PLEOSDRAFT_1073446;PLEOSDRAFT_1066202;PLEOSDRAFT_1045135;PLEOSDRAFT_1052542;PLEOSDRAFT_1103290;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1060869;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1039228;PLEOSDRAFT_1113638;PLEOSDRAFT_1088759;PLEOSDRAFT_1087553;PLEOSDRAFT_1067970
GO:0072524	e	pyridine-containing compound metabolic process	34/1193	102/12296	9.10E-07	0	biological_process	PLEOSDRAFT_1087915;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1052656;PLEOSDRAFT_1031770;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_1089134;PLEOSDRAFT_1097688;PLEOSDRAFT_160448;PLEOSDRAFT_1092865;PLEOSDRAFT_48714;PLEOSDRAFT_1110825;PLEOSDRAFT_1034076;PLEOSDRAFT_1035257;PLEOSDRAFT_1054035;PLEOSDRAFT_172379;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1090672;PLEOSDRAFT_1114338;PLEOSDRAFT_41319;PLEOSDRAFT_62350;PLEOSDRAFT_1036484;PLEOSDRAFT_1092884;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1088946;PLEOSDRAFT_1060869;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_28295;PLEOSDRAFT_1067970
GO:0046034	e	ATP metabolic process	43/1193	79/12296	9.55E-07	0.002	biological_process	PLEOSDRAFT_172351;PLEOSDRAFT_1087915;PLEOSDRAFT_1068494;PLEOSDRAFT_1095873;PLEOSDRAFT_174437;PLEOSDRAFT_1113744;PLEOSDRAFT_1051730;PLEOSDRAFT_1061059;PLEOSDRAFT_1091892;PLEOSDRAFT_1090849;PLEOSDRAFT_38932;PLEOSDRAFT_49912;PLEOSDRAFT_1071775;PLEOSDRAFT_1088582;PLEOSDRAFT_160448;PLEOSDRAFT_1088400;PLEOSDRAFT_1087668;PLEOSDRAFT_1110825;PLEOSDRAFT_1091251;PLEOSDRAFT_1094413;PLEOSDRAFT_1037970;PLEOSDRAFT_1064050;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_46913;PLEOSDRAFT_1056310;PLEOSDRAFT_1090672;PLEOSDRAFT_186026;PLEOSDRAFT_1091387;PLEOSDRAFT_41319;PLEOSDRAFT_1088230;PLEOSDRAFT_1057010;PLEOSDRAFT_1066202;PLEOSDRAFT_1088542;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1066516;PLEOSDRAFT_1072578;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1059116;PLEOSDRAFT_1113638
GO:0009063	e	cellular amino acid catabolic process	25/1193	79/12296	9.55E-07	0.002	biological_process	PLEOSDRAFT_1101890;PLEOSDRAFT_153474;PLEOSDRAFT_1063015;PLEOSDRAFT_1091892;PLEOSDRAFT_1097688;PLEOSDRAFT_160448;PLEOSDRAFT_1035257;PLEOSDRAFT_1078749;PLEOSDRAFT_1102839;PLEOSDRAFT_40761;PLEOSDRAFT_1087775;PLEOSDRAFT_50782;PLEOSDRAFT_41319;PLEOSDRAFT_1088517;PLEOSDRAFT_47087;PLEOSDRAFT_1063808;PLEOSDRAFT_1092197;PLEOSDRAFT_1101706;PLEOSDRAFT_61563;PLEOSDRAFT_1092884;PLEOSDRAFT_1112721;PLEOSDRAFT_1067617;PLEOSDRAFT_1060869;PLEOSDRAFT_1032546;PLEOSDRAFT_1080466
GO:0006635	e	fatty acid beta-oxidation	11/1193	21/12296	9.66E-07	0.002	biological_process	PLEOSDRAFT_41213;PLEOSDRAFT_48714;PLEOSDRAFT_1112695;PLEOSDRAFT_1102839;PLEOSDRAFT_185903;PLEOSDRAFT_50782;PLEOSDRAFT_1107810;PLEOSDRAFT_1088347;PLEOSDRAFT_1054697;PLEOSDRAFT_1110547;PLEOSDRAFT_1092991
GO:0046390	e	ribose phosphate biosynthetic process	38/1193	127/12296	1.00E-06	0.002	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_1087915;PLEOSDRAFT_1087986;PLEOSDRAFT_1095873;PLEOSDRAFT_1091974;PLEOSDRAFT_174437;PLEOSDRAFT_1061588;PLEOSDRAFT_1061059;PLEOSDRAFT_1090849;PLEOSDRAFT_1071775;PLEOSDRAFT_1111211;PLEOSDRAFT_1089042;PLEOSDRAFT_1091251;PLEOSDRAFT_1094413;PLEOSDRAFT_1064050;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_1056310;PLEOSDRAFT_50782;PLEOSDRAFT_1090672;PLEOSDRAFT_1111981;PLEOSDRAFT_1091136;PLEOSDRAFT_1058547;PLEOSDRAFT_1057010;PLEOSDRAFT_1073446;PLEOSDRAFT_1066202;PLEOSDRAFT_1052542;PLEOSDRAFT_1103290;PLEOSDRAFT_1088861;PLEOSDRAFT_1090663;PLEOSDRAFT_1088946;PLEOSDRAFT_1088731;PLEOSDRAFT_1064864;PLEOSDRAFT_1064869;PLEOSDRAFT_1039228;PLEOSDRAFT_1113638;PLEOSDRAFT_1088759;PLEOSDRAFT_1087553
