# Constructed from biom file
#OTU ID	CAKB1	CAKB2	CAKB3	CAKB4	CAKB5	CAKB6	CADZ1	CADZ2	CADZ3	CADZ4	CADZ5	CADZ6	CAA31	CAA35	CAB21	CAB22	CAB23	CAB31	CAB32	CAC31	CAC32	CAC33	CAC34	CAC36	CAKB7	CAKB8	CAKB9	CAKB10	CAKB11	CAKB12	CADZ7	CADZ8	CADZ9	CADZ10	CADZ11	CADZ12	CAIF1	CAIF2	CAIF3	CAIF5	CAIF6
d__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	17.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	6.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Tenericutes;c__Mollicutes;o__EMP-G18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Tenericutes;c__Mollicutes;o__Izimaplasmatales	6.0	1.0	0.0	2.0	13.0	1.0	0.0	22.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes RF39	2.0	8.0	9.0	1.0	4.0	1.0	0.0	19.0	17.0	32.0	1.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	17.0	0.0	4.0	5.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	15.0	0.0	231.0	7.0	9.0	13.0	12.0	60.0	81.0	390.0	30.0	14.0	6.0	2.0	2.0	5.0	79.0	0.0	0.0	32.0	86.0	0.0	0.0	1.0	7.0	0.0	0.0	7.0	17.0	7.0	4.0	7.0	5.0	4.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Chthoniobacterales	0.0	0.0	4.0	55.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	14.0	0.0	0.0	6.0	4.0	0.0	49.0	103.0	12.0	0.0	14.0	1.0	0.0	2.0	0.0
d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	180.0	150.0	205.0	1053.0	241.0	193.0	19.0	43.0	52.0	24.0	44.0	16.0	343.0	56.0	1082.0	213.0	186.0	3.0	0.0	215.0	28.0	120.0	392.0	107.0	74.0	3124.0	240.0	74.0	135.0	193.0	747.0	199.0	439.0	914.0	3482.0	12.0	1196.0	653.0	974.0	133.0	121.0
d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0
d__Bacteria;p__WPS-2;c__norank;o__norank	1.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	20.0	6.0	2.0	58.0	1.0	17.0	8.0	3.0	0.0	0.0	52.0	40.0	0.0	0.0	1.0	14.0	2.0	0.0	13.0
