Chr	start	end	number	type	color
chr8	19100000	19199999	2	rect	blue-red
chr8	19200000	19299999	1	rect	blue-red
chr8	19400000	19499999	1	rect	blue-red
chr8	19500000	19599999	2	rect	blue-red
chr8	19700000	19799999	2	rect	blue-red
chr8	20300000	20399999	2	rect	blue-red
chr8	20600000	20699999	2	rect	blue-red
chr8	20700000	20799999	1	rect	blue-red
chr9	900000	999999	1	rect	blue-red
chr9	1000000	1099999	1	rect	blue-red
chr9	1100000	1199999	1	rect	blue-red
chr9	1200000	1299999	2	rect	blue-red
chr9	1300000	1399999	1	rect	blue-red
chr9	1500000	1599999	1	rect	blue-red
chr9	1700000	1799999	1	rect	blue-red
chr9	2000000	2099999	1	rect	blue-red
chr9	2500000	2599999	1	rect	blue-red
chr9	2900000	2999999	1	rect	blue-red
chr9	3100000	3199999	2	rect	blue-red
chr9	3200000	3299999	1	rect	blue-red
chr9	3500000	3599999	1	rect	blue-red
chr9	3600000	3699999	1	rect	blue-red
chr9	3800000	3899999	2	rect	blue-red
chr9	4200000	4299999	1	rect	blue-red
chr9	4500000	4599999	1	rect	blue-red
chr9	4600000	4699999	1	rect	blue-red
chr9	4700000	4799999	1	rect	blue-red
chr9	4900000	4999999	1	rect	blue-red
chr9	5100000	5199999	1	rect	blue-red
chr9	5200000	5299999	1	rect	blue-red
chr9	5300000	5399999	1	rect	blue-red
chr9	5400000	5499999	1	rect	blue-red
chr9	5600000	5699999	3	rect	blue-red
chr9	6000000	6099999	1	rect	blue-red
chr9	6500000	6599999	1	rect	blue-red
chr9	6600000	6699999	2	rect	blue-red
chr9	6800000	6899999	1	rect	blue-red
chr9	7000000	7099999	1	rect	blue-red
chr9	7100000	7199999	1	rect	blue-red
chr9	7300000	7399999	1	rect	blue-red
chr9	7500000	7599999	1	rect	blue-red
chr9	7600000	7699999	2	rect	blue-red
chr9	7700000	7799999	1	rect	blue-red
chr9	7800000	7899999	1	rect	blue-red
chr9	7900000	7999999	2	rect	blue-red
chr9	8100000	8199999	2	rect	blue-red
chr9	8200000	8299999	1	rect	blue-red
chr9	8300000	8399999	3	rect	blue-red
chr9	8400000	8499999	1	rect	blue-red
chr9	8700000	8799999	5	rect	blue-red
chr9	8800000	8899999	1	rect	blue-red
chr9	8900000	8999999	1	rect	blue-red
chr9	9100000	9199999	1	rect	blue-red
chr9	9300000	9399999	1	rect	blue-red
chr9	9400000	9499999	1	rect	blue-red
chr9	9600000	9699999	1	rect	blue-red
chr9	10000000	10099999	2	rect	blue-red
chr9	10100000	10199999	1	rect	blue-red
chr9	10200000	10299999	2	rect	blue-red
chr9	10300000	10399999	2	rect	blue-red
chr9	10500000	10599999	1	rect	blue-red
chr9	10700000	10799999	1	rect	blue-red
chr9	10800000	10899999	2	rect	blue-red
chr9	11100000	11199999	1	rect	blue-red
chr9	11400000	11499999	1	rect	blue-red
chr9	11800000	11899999	1	rect	blue-red
chr9	11900000	11999999	1	rect	blue-red
chr9	12000000	12099999	2	rect	blue-red
chr9	12100000	12199999	2	rect	blue-red
chr9	12200000	12299999	2	rect	blue-red
chr9	12300000	12399999	2	rect	blue-red
chr9	12400000	12499999	2	rect	blue-red
chr9	12500000	12599999	2	rect	blue-red
chr9	12600000	12699999	3	rect	blue-red
chr9	12700000	12799999	1	rect	blue-red
chr9	12800000	12899999	1	rect	blue-red
chr9	13000000	13099999	1	rect	blue-red
chr9	13100000	13199999	1	rect	blue-red
chr9	13300000	13399999	1	rect	blue-red
chr9	13500000	13599999	1	rect	blue-red
chr9	14500000	14599999	1	rect	blue-red
chr9	14600000	14699999	3	rect	blue-red
chr9	14800000	14899999	1	rect	blue-red
chr9	15000000	15099999	3	rect	blue-red
chr9	15200000	15299999	2	rect	blue-red
chr9	15300000	15399999	1	rect	blue-red
chr9	15500000	15599999	1	rect	blue-red
chr9	15600000	15699999	1	rect	blue-red
chr9	15800000	15899999	2	rect	blue-red
chr9	16300000	16399999	1	rect	blue-red
chr9	16700000	16799999	1	rect	blue-red
chr9	17100000	17199999	1	rect	blue-red
chr9	19100000	19199999	5	rect	blue-red
chr9	19200000	19299999	1	rect	blue-red
chr9	19800000	19899999	1	rect	blue-red
chr9	20300000	20399999	2	rect	blue-red
chr9	20500000	20599999	1	rect	blue-red
chr9	20700000	20799999	1	rect	blue-red
chr9	20900000	20999999	1	rect	blue-red
chr9	21200000	21299999	1	rect	blue-red
chr9	21400000	21499999	2	rect	blue-red
chr9	21700000	21799999	1	rect	blue-red
chr9	21800000	21899999	1	rect	blue-red
chr9	22100000	22199999	1	rect	blue-red
chr9	22200000	22299999	1	rect	blue-red
chr9	22400000	22499999	3	rect	blue-red
chr9	22500000	22599999	2	rect	blue-red
chr9	22600000	22699999	1	rect	blue-red
chr9	22700000	22799999	2	rect	blue-red
chr9	22900000	22999999	1	rect	blue-red
chr9	23000000	23099999	1	rect	blue-red
chr9	23500000	23599999	1	rect	blue-red
chr9	23700000	23799999	1	rect	blue-red
chr9	23800000	23899999	1	rect	blue-red
chr9	23900000	23999999	1	rect	blue-red
chr9	24300000	24399999	1	rect	blue-red
chr9	24400000	24499999	1	rect	blue-red
chr9	24600000	24699999	1	rect	blue-red
chr9	24700000	24799999	3	rect	blue-red
chr9	25100000	25199999	1	rect	blue-red
chr9	25300000	25399999	1	rect	blue-red
chr9	25400000	25499999	1	rect	blue-red
chr9	25500000	25599999	1	rect	blue-red
chr9	25600000	25699999	1	rect	blue-red
chr9	25700000	25799999	2	rect	blue-red
chr9	25800000	25899999	2	rect	blue-red
chr9	26400000	26499999	2	rect	blue-red
chr9	26500000	26599999	2	rect	blue-red
chr9	26700000	26799999	1	rect	blue-red
chr9	26900000	26999999	1	rect	blue-red
chr9	27000000	27099999	2	rect	blue-red
chr9	27100000	27199999	2	rect	blue-red
chr9	27200000	27299999	1	rect	blue-red
chr9	27600000	27699999	3	rect	blue-red
chr9	27800000	27899999	1	rect	blue-red
chr9	27900000	27999999	2	rect	blue-red
chr9	28100000	28199999	1	rect	blue-red
chr9	28300000	28399999	1	rect	blue-red
chr9	28600000	28699999	1	rect	blue-red
chr9	28800000	28899999	1	rect	blue-red
chr9	28900000	28999999	1	rect	blue-red
chr9	29300000	29399999	1	rect	blue-red
chr9	29500000	29599999	1	rect	blue-red
chr9	29600000	29699999	2	rect	blue-red
chr9	29700000	29799999	1	rect	blue-red
chr9	29800000	29899999	1	rect	blue-red
chr9	30000000	30099999	1	rect	blue-red
chr9	30200000	30299999	1	rect	blue-red
chr9	30500000	30599999	1	rect	blue-red
chr9	31000000	31099999	1	rect	blue-red
chr9	31300000	31399999	1	rect	blue-red
chr9	31400000	31499999	1	rect	blue-red
chr9	31500000	31599999	2	rect	blue-red
chr9	31600000	31699999	2	rect	blue-red
chr9	31700000	31799999	1	rect	blue-red
chr9	31800000	31899999	2	rect	blue-red
chr9	31900000	31999999	2	rect	blue-red
chr9	32300000	32399999	3	rect	blue-red
chr9	32500000	32599999	2	rect	blue-red
chr9	32600000	32699999	3	rect	blue-red
chr9	32700000	32799999	3	rect	blue-red
chr9	33100000	33199999	2	rect	blue-red
chr9	33600000	33699999	2	rect	blue-red
chr9	33700000	33799999	1	rect	blue-red
chr9	34600000	34699999	2	rect	blue-red
chr9	35200000	35299999	1	rect	blue-red
chr9	35500000	35599999	2	rect	blue-red
chr9	35800000	35899999	1	rect	blue-red
chr9	36100000	36199999	2	rect	blue-red
chr9	36200000	36299999	1	rect	blue-red
chr9	36300000	36399999	1	rect	blue-red
chr9	36400000	36499999	2	rect	blue-red
chr9	36500000	36599999	2	rect	blue-red
chr9	36600000	36699999	2	rect	blue-red
chr9	36700000	36799999	2	rect	blue-red
chr9	36900000	36999999	2	rect	blue-red
chr9	37000000	37099999	4	rect	blue-red
chr9	37100000	37199999	2	rect	blue-red
chr9	37200000	37299999	3	rect	blue-red
chr9	37300000	37399999	3	rect	blue-red
chr9	37500000	37599999	2	rect	blue-red
chr9	37700000	37799999	1	rect	blue-red
chr9	37800000	37899999	1	rect	blue-red
chr9	37900000	37999999	3	rect	blue-red
chr9	38000000	38099999	1	rect	blue-red
chr9	38100000	38199999	1	rect	blue-red
chr9	38300000	38399999	1	rect	blue-red
chr9	38600000	38699999	1	rect	blue-red
chr9	38700000	38799999	1	rect	blue-red
chr9	38900000	38999999	2	rect	blue-red
chr9	39200000	39299999	1	rect	blue-red
chr9	39300000	39399999	1	rect	blue-red
chr9	39400000	39499999	1	rect	blue-red
chrUn	400000	499999	2	rect	blue-red
chrUn	500000	599999	1	rect	blue-red
chrUn	900000	999999	1	rect	blue-red
chrUn	1100000	1199999	1	rect	blue-red
chrUn	1200000	1299999	2	rect	blue-red
chrUn	1300000	1399999	1	rect	blue-red
chrUn	1400000	1499999	2	rect	blue-red
chrUn	1600000	1699999	1	rect	blue-red
chrUn	1700000	1799999	1	rect	blue-red
chrUn	2300000	2399999	2	rect	blue-red
chrUn	3400000	3499999	1	rect	blue-red
chrUn	3600000	3699999	1	rect	blue-red
chrUn	4000000	4099999	2	rect	blue-red
chrUn	4600000	4699999	1	rect	blue-red
chrUn	4700000	4799999	2	rect	blue-red
chrUn	5000000	5099999	1	rect	blue-red
chrUn	5600000	5699999	1	rect	blue-red
chrUn	5900000	5999999	1	rect	blue-red
chrUn	6000000	6099999	2	rect	blue-red
chrUn	6200000	6299999	1	rect	blue-red
chrUn	6300000	6399999	1	rect	blue-red
chrUn	7800000	7899999	1	rect	blue-red
chrUn	8000000	8099999	1	rect	blue-red
chrUn	8100000	8199999	1	rect	blue-red
chrUn	8200000	8299999	1	rect	blue-red
chrUn	8300000	8399999	1	rect	blue-red
chrUn	8600000	8699999	3	rect	blue-red
chrUn	9000000	9099999	1	rect	blue-red
chrUn	9100000	9199999	1	rect	blue-red
chrUn	10500000	10599999	2	rect	blue-red
chrUn	10600000	10699999	2	rect	blue-red
chrUn	10800000	10899999	1	rect	blue-red
chrUn	10900000	10999999	1	rect	blue-red
chrUn	11200000	11299999	1	rect	blue-red
chrUn	11600000	11699999	1	rect	blue-red
chrUn	12000000	12099999	1	rect	blue-red
chrUn	12300000	12399999	3	rect	blue-red
chrUn	12500000	12599999	2	rect	blue-red
chrUn	12600000	12699999	1	rect	blue-red
chrUn	12700000	12799999	1	rect	blue-red
chrUn	12800000	12899999	1	rect	blue-red
chrUn	12900000	12999999	2	rect	blue-red
chrUn	13000000	13099999	1	rect	blue-red
chrUn	13600000	13699999	1	rect	blue-red
chrUn	13900000	13999999	1	rect	blue-red
chrUn	14100000	14199999	1	rect	blue-red
chrUn	14400000	14499999	2	rect	blue-red
chrUn	14500000	14599999	1	rect	blue-red
chrUn	14700000	14799999	1	rect	blue-red
chrUn	14900000	14999999	1	rect	blue-red
chrUn	15100000	15199999	1	rect	blue-red
chrUn	15400000	15499999	2	rect	blue-red
chrUn	15500000	15599999	1	rect	blue-red
chrUn	15800000	15899999	1	rect	blue-red
chrUn	17100000	17199999	1	rect	blue-red
chrUn	17200000	17299999	3	rect	blue-red
chrUn	17500000	17599999	1	rect	blue-red
chrUn	17600000	17699999	1	rect	blue-red
chrUn	17900000	17999999	1	rect	blue-red
chrUn	18400000	18499999	1	rect	blue-red
chrUn	20000000	20099999	1	rect	blue-red
chrUn	20400000	20499999	1	rect	blue-red
chrUn	26500000	26599999	1	rect	blue-red
chrUn	30100000	30199999	1	rect	blue-red
chrUn	36800000	36899999	1	rect	blue-red
