# Constructed from biom file
#OTU ID	DS-RE-1	DS-RE-2	DS-RE-3	DS-RE-4	DS-RE-5	DS-RE-6	DS-RL-1	DS-RL-2	DS-RL-3	DS-RL-4	DS-RL-5	DS-RL-6	DS-RS-1	DS-RS-2	DS-RS-3	DS-RS-4	DS-RS-5	DS-RS-6	SB-RE-1	SB-RE-2	SB-RE-3	SB-RE-4	SB-RE-5	SB-RE-6	SB-RL-1	SB-RL-2	SB-RL-3	SB-RL-4	SB-RL-5	SB-RL-6	SB-RS-1	SB-RS-2	SB-RS-3	SB-RS-4	SB-RS-5	SB-RS-6	taxonomy
OTU969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	10.0	1.0	1.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus 2; s__uncultured bacterium
OTU971	97.0	89.0	41.0	423.0	43.0	1153.0	0.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	136.0	1663.0	92.0	16.0	2816.0	4.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Butyrivibrio 2; s__uncultured rumen bacterium
OTU972	26.0	0.0	4.0	11.0	731.0	33.0	1.0	0.0	0.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	26.0	1.0	129.0	5.0	6.0	360.0	0.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__uncultured rumen bacterium
OTU973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Thalassospira; s__uncultured rumen bacterium
OTU974	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
OTU975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	3.0	0.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-013; s__uncultured organism
OTU976	1.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	5.0	5.0	1.0	2.0	2.0	2.0	7.0	4.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	5.0	1.0	5.0	4.0	1.0	3.0	4.0	8.0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae
OTU977	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Lentisphaerae; c__Lentisphaerae RFP12 gut group; o__norank; f__norank; g__norank; s__uncultured rumen bacterium
OTU978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	d__Bacteria; p__Spirochaetae; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema 2; s__uncultured Spirochaetaceae bacterium
OTU979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	3.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured bacterium
OTU980	11.0	1.0	0.0	4.0	0.0	0.0	169.0	3.0	0.0	185.0	38.0	19.0	166.0	8.0	0.0	71.0	5.0	11.0	0.0	1.0	0.0	32.0	1.0	0.0	0.0	24.0	6.0	2374.0	0.0	0.0	1.0	4.0	2.0	1019.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured rumen bacterium
OTU981	2.0	23.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	52.0	84.0	16.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Spirochaetae; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta 2; s__uncultured rumen bacterium
OTU982	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	8.0	0.0	1.0	1.0	0.0	2.0	14.0	15.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	2.0	0.0	0.0	7.0	1.0	5.0	2.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-014
OTU983	0.0	0.0	1.0	2.0	0.0	1.0	0.0	4.0	15.0	0.0	0.0	81.0	2.0	4.0	166.0	70.0	0.0	109.0	4.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	31.0	15.0	0.0	0.0	1.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU984	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	1.0	4.0	5.0	2.0	5.0	5.0	5.0	9.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	4.0	1.0	4.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured rumen bacterium
OTU985	6.0	1.0	1.0	13.0	0.0	0.0	1.0	3.0	2.0	55.0	11.0	7.0	10.0	6.0	3.0	135.0	24.0	1.0	4.0	2.0	7.0	6.0	0.0	0.0	5.0	2.0	2.0	8.0	0.0	0.0	9.0	12.0	4.0	17.0	1.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__uncultured rumen bacterium
OTU986	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	9.0	5.0	3.0	0.0	1.0	1.0	15.0	3.0	5.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	4.0	6.0	0.0	1.0	0.0	3.0	12.0	12.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae UCG-006; s__uncultured rumen bacterium
OTU987	0.0	1.0	2.0	0.0	1.0	0.0	7.0	9.0	13.0	5.0	5.0	5.0	13.0	10.0	35.0	19.0	33.0	10.0	4.0	1.0	8.0	4.0	0.0	1.0	6.0	6.0	11.0	11.0	3.0	8.0	8.0	19.0	32.0	11.0	5.0	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
OTU988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	d__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma; s__uncultured rumen bacterium
OTU989	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__[Eubacterium] coprostanoligenes group
OTU990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Defluviitaleaceae; g__Defluviitaleaceae UCG-011
OTU991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	10.0	0.0	0.0	7.0	7.0	2.0	4.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus 1
OTU992	3.0	8.0	2.0	1.0	0.0	0.0	1.0	10.0	24.0	0.0	0.0	3.0	2.0	7.0	150.0	15.0	18.0	9.0	2.0	1.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	9.0	5.0	8.0	3.0	39.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae NK4A136 group; s__uncultured rumen bacterium
OTU993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium 5
OTU994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
OTU995	3.0	29.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae
OTU996	2.0	3.0	0.0	0.0	2.0	0.0	3.0	0.0	4.0	0.0	4.0	5.0	2.0	2.0	1.0	0.0	1.0	6.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	9.0	1.0	0.0	1.0	2.0	2.0	3.0	d__Bacteria; p__Spirochaetae; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta 2; s__uncultured rumen bacterium
OTU997	4.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	7.0	7.0	7.0	5.0	9.0	12.0	16.0	15.0	20.0	8.0	4.0	1.0	0.0	0.0	0.0	0.0	6.0	8.0	5.0	3.0	5.0	4.0	14.0	26.0	3.0	3.0	10.0	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Marvinbryantia; s__uncultured rumen bacterium
OTU998	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	4.0	2.0	2.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus aryabhattai
OTU999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales vadinBB60 group; g__norank; s__uncultured bacterium
OTU1000	2.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	72.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__uncultured rumen bacterium
OTU1001	3.0	11.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
OTU1002	11.0	4.0	3.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	4.0	1.0	0.0	11.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Acetitomaculum; s__uncultured rumen bacterium
OTU1003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	10.0	14.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
OTU1004	1.0	3.0	0.0	0.0	0.0	0.0	8.0	15.0	2.0	2.0	0.0	8.0	12.0	14.0	2.0	6.0	0.0	15.0	5.0	1.0	1.0	0.0	0.0	1.0	23.0	18.0	11.0	8.0	9.0	24.0	25.0	33.0	14.0	21.0	15.0	49.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae R-7 group
OTU1005	367.0	132.0	182.0	918.0	238.0	263.0	4.0	2.0	0.0	12.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	170.0	112.0	85.0	193.0	146.0	348.0	6.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__[Eubacterium] nodatum group; s__uncultured rumen bacterium
OTU1006	1.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Papillibacter; s__uncultured bacterium
OTU1007	21.0	36.0	26.0	13.0	12.0	31.0	190.0	104.0	394.0	239.0	27.0	397.0	6.0	5.0	34.0	11.0	5.0	20.0	146.0	40.0	12.0	7.0	25.0	2.0	462.0	190.0	38.0	33.0	253.0	21.0	11.0	9.0	1.0	3.0	12.0	3.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales RF16 group; g__norank; s__uncultured rumen bacterium
OTU1008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	2.0	1.0	3.0	9.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella
OTU1009	1.0	5.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	d__Bacteria; p__Tenericutes; c__Mollicutes; o__Mollicutes RF9; f__norank; g__norank; s__uncultured bacterium
OTU1010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	15.0	9.0	3.0	0.0	0.0	20.0	2.0	9.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	8.0	0.0	10.0	0.0	1.0	0.0	7.0	0.0	22.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales UCG-001; g__norank; s__uncultured rumen bacterium
OTU1011	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria
OTU1012	15.0	0.0	1.0	1.0	6.0	2.0	1.0	8.0	26.0	0.0	3.0	6.0	10.0	6.0	36.0	9.0	10.0	14.0	2.0	11.0	0.0	3.0	1.0	14.0	0.0	4.0	7.0	3.0	5.0	4.0	2.0	15.0	6.0	1.0	12.0	3.0	d__Bacteria; p__Tenericutes; c__Mollicutes; o__Mollicutes RF9; f__norank; g__norank; s__uncultured rumen bacterium
OTU1013	0.0	4.0	0.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Pirellula; s__uncultured rumen bacterium
OTU1014	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	1.0	3.0	24.0	0.0	1.0	0.0	2.0	24.0	171.0	4.0	37.0	5.0	3.0	19.0	88.0	5.0	20.0	4.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1
OTU1015	15.0	2.0	2.0	18.0	2.0	22.0	4.0	6.0	12.0	1.0	3.0	8.0	7.0	9.0	9.0	6.0	12.0	6.0	10.0	4.0	8.0	3.0	3.0	10.0	5.0	0.0	7.0	6.0	4.0	5.0	13.0	2.0	15.0	3.0	11.0	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae R-7 group
OTU1017	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter johnsonii
OTU1018	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	d__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__uncultured; s__uncultured rumen bacterium
OTU1019	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	2.0	4.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	4.0	1.0	2.0	0.0	1.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__uncultured rumen bacterium
OTU1020	1.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__uncultured; s__uncultured rumen bacterium
OTU1021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales vadinBB60 group; g__norank; s__uncultured bacterium
OTU1022	7.0	7.0	3.0	5.0	1.0	2.0	51.0	255.0	80.0	155.0	52.0	28.0	43.0	89.0	74.0	199.0	72.0	29.0	42.0	0.0	6.0	3.0	1.0	2.0	159.0	13.0	78.0	28.0	53.0	51.0	113.0	72.0	34.0	12.0	62.0	55.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae NK4A214 group
OTU1023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	2.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-001; s__uncultured bacterium
OTU1024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Acetitomaculum; s__uncultured bacterium
OTU1025	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	3.0	3.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	5.0	0.0	1.0	6.0	1.0	0.0	1.0	4.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-010
OTU1026	0.0	8.0	0.0	0.0	6.0	4.0	3.0	0.0	1.0	0.0	3.0	7.0	2.0	5.0	0.0	0.0	37.0	99.0	13.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	4.0	0.0	5.0	3.0	d__Bacteria; p__Spirochaetae; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema 2; s__uncultured rumen bacterium
OTU1027	3.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-010
OTU1028	0.0	1.0	0.0	3.0	2.0	2.0	272.0	1.0	26.0	8.0	106.0	2.0	2.0	0.0	2.0	2.0	3.0	0.0	7.0	174.0	4.0	0.0	1.0	0.0	1.0	4175.0	218.0	0.0	22.0	6.0	0.0	383.0	24.0	1.0	3.0	5.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured rumen bacterium
OTU1029	36.0	78.0	15.0	17.0	18.0	12.0	8.0	93.0	80.0	72.0	49.0	110.0	48.0	183.0	369.0	212.0	238.0	114.0	3.0	6.0	23.0	9.0	5.0	1.0	2.0	3.0	24.0	17.0	15.0	13.0	14.0	47.0	63.0	40.0	48.0	28.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__unidentified rumen bacterium RF15
OTU1030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus equorum
OTU1031	138.0	283.0	91.0	16.0	59.0	75.0	2.0	3.0	1.0	0.0	2.0	7.0	0.0	2.0	2.0	0.0	10.0	4.0	192.0	51.0	102.0	152.0	125.0	284.0	3.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae UCG-010; s__uncultured rumen bacterium
OTU1032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales S24-7 group; g__norank; s__uncultured bacterium
